HITId,HITTypeId,Title,Description,Keywords,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Modifier,Input.Aspect,Input.Sentiment,Answer.sentiment.label,Approve,Reject
38EHZ67RJWH35DWD4ACJWQ3QOMIMG6,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:03 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:03 PDT 2022,,,3FQ5JJ512WDGC1BQW4H0WHF7QKNKNA,A2CP846YNZ1BIW,Approved,Thu May 19 08:06:58 PDT 2022,Thu May 19 08:07:39 PDT 2022,Sun May 22 08:07:39 PDT 2022,Thu May 19 08:08:08 PDT 2022,,,41,100% (17/17),100% (17/17),100% (17/17),analog,style,,Very Positive,,
38F60IALBQ6A74BCZ5OSXCB2BDP0TI,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:39 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:39 PDT 2022,,,3018Q3ZVOTFVFMUWDKLSBNHLM4HRAN,A3VIHY7RS59ABF,Approved,Thu May 19 08:05:53 PDT 2022,Thu May 19 08:11:06 PDT 2022,Sun May 22 08:11:06 PDT 2022,Thu May 19 08:11:43 PDT 2022,,,313,100% (23/23),100% (23/23),100% (23/23),n't available,Bluetooth,,Neutral,,
38G0E1M86WU50IRH272RN1NUON8VUV,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:44 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:44 PDT 2022,,,36DSNE9QZGN3J25KFYH1ARFZ14ROJR,AS0K3B3JQBADE,Approved,Thu May 19 08:05:53 PDT 2022,Thu May 19 08:07:48 PDT 2022,Sun May 22 08:07:48 PDT 2022,Thu May 19 08:08:34 PDT 2022,,,115,100% (31/31),100% (31/31),100% (31/31),minimal,cushion.3,,Positive,,
38G0E1M86WU50IRH272RN1NUON9UVV,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:14 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:14 PDT 2022,,,3ZPPDN2SL6LS1ZFMZ8NSGL7I1YBE9M,A2WZ22WG3UEH87,Approved,Thu May 19 08:08:01 PDT 2022,Thu May 19 08:10:21 PDT 2022,Sun May 22 08:10:21 PDT 2022,Thu May 19 08:11:43 PDT 2022,,,140,100% (22/22),100% (22/22),100% (22/22),far,CC,,Neutral,,
38LRF35D6VLLO9PYIXWL46VBX3FU3X,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:52 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:52 PDT 2022,,,3R8YZBNQ9S7DKJHYT2K8W65QPBA7QE,A1K4CEZGGO3204,Approved,Thu May 19 08:07:02 PDT 2022,Thu May 19 08:07:14 PDT 2022,Sun May 22 08:07:14 PDT 2022,Thu May 19 08:07:50 PDT 2022,,,12,100% (8/8),100% (8/8),100% (8/8),not feet,TV,,Positive,,
38LRF35D6VLLO9PYIXWL46VBX3G3U7,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:39 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:39 PDT 2022,,,35DR22AR5O9FSXHND4CADXP3HCC3X3,A1IPS3LW1DG9DR,Approved,Thu May 19 08:08:23 PDT 2022,Thu May 19 08:09:46 PDT 2022,Sun May 22 08:09:46 PDT 2022,Thu May 19 08:11:43 PDT 2022,,,83,100% (15/15),100% (15/15),100% (15/15),awesome,,,Positive,,
38O9DZ0A7CCB1G3EIFKD5QC3O3Y26T,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:01 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:01 PDT 2022,,,34T446B1CB3V877V3LY4XM6MDI40C3,A1O4AAQX2KCD3N,Approved,Thu May 19 08:07:47 PDT 2022,Thu May 19 08:07:53 PDT 2022,Sun May 22 08:07:53 PDT 2022,Thu May 19 08:08:51 PDT 2022,,,6,100% (11/11),100% (11/11),100% (11/11),dire,need,,Positive,,
38RHULDVA84D6GWMY0I9Q0IX11NWIY,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:52 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:52 PDT 2022,,,3SNLUL3WOFC4RXDHE55NPCKGNGLLU6,A1N7FDV0LJ2VRQ,Approved,Thu May 19 08:07:37 PDT 2022,Thu May 19 08:15:06 PDT 2022,Sun May 22 08:15:06 PDT 2022,Thu May 19 08:44:02 PDT 2022,,,449,100% (9/9),100% (9/9),100% (9/9),loud,static,,Neutral,,
38XPGNCKI3P6JKX2N1B9AXP0PAL4VI,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:52 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:52 PDT 2022,,,3R0T90IZ131SJBIGHNN7IET2KZSGCL,A2OP2ZANIM5ZV,Approved,Thu May 19 08:07:49 PDT 2022,Thu May 19 08:07:54 PDT 2022,Sun May 22 08:07:54 PDT 2022,Thu May 19 08:08:34 PDT 2022,,,5,100% (20/20),100% (20/20),100% (20/20),expensive,headphones,,Positive,,
38XPGNCKI3P6JKX2N1B9AXP0PALV49,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:17 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:17 PDT 2022,,,3UN61F00H7EY9GIFIOUB3C1ZURHR5K,A2OP2ZANIM5ZV,Approved,Thu May 19 08:07:39 PDT 2022,Thu May 19 08:07:45 PDT 2022,Sun May 22 08:07:45 PDT 2022,Thu May 19 08:08:34 PDT 2022,,,6,100% (20/20),100% (20/20),100% (20/20),high,frequency,,Positive,,
38Z7YZ2SCDR8MJ00MRJ3YB0BD07IQH,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:22 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:22 PDT 2022,,,3CCZ6YKWRI8S5GMTO7UPCR15O5C95G,A36WGC00R5TWWB,Approved,Thu May 19 08:08:09 PDT 2022,Thu May 19 08:08:16 PDT 2022,Sun May 22 08:08:16 PDT 2022,Thu May 19 08:09:09 PDT 2022,,,7,100% (10/10),100% (10/10),100% (10/10),heavy,use,,Negative,,
38Z7YZ2SCDR8MJ00MRJ3YB0BD07QIP,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:18 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:18 PDT 2022,,,34S6N1K2Z68ZMB7XE6YO6XVQT8KHL2,AOYOTGAGF02CH,Approved,Thu May 19 08:08:44 PDT 2022,Thu May 19 08:14:46 PDT 2022,Sun May 22 08:14:46 PDT 2022,Thu May 19 08:44:02 PDT 2022,,,362,100% (27/27),100% (27/27),100% (27/27),worn).They,glasses,,Neutral,,
3909MD9T396ZFP85CSII1XY5E5REFA,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:01 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:01 PDT 2022,,,3RGU30DZTLXFJZK82I2OINQU65DMJD,A16P18IBAPAUK9,Approved,Thu May 19 08:06:42 PDT 2022,Thu May 19 08:11:38 PDT 2022,Sun May 22 08:11:38 PDT 2022,Thu May 19 08:11:54 PDT 2022,,,296,100% (18/18),100% (18/18),100% (18/18),previous,experience,,Positive,,
3909MD9T396ZFP85CSII1XY5E5RFEB,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:15 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:15 PDT 2022,,,3E47SOBEY1L6F2OB7BNA3Q6IZCKCI9,A16P18IBAPAUK9,Approved,Thu May 19 08:06:59 PDT 2022,Thu May 19 08:12:55 PDT 2022,Sun May 22 08:12:55 PDT 2022,Thu May 19 08:44:02 PDT 2022,,,356,100% (18/18),100% (18/18),100% (18/18),great,product,,Positive,,
391FPZIE5MB0IHWXXILN80WLG8YHUS,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:11 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:11 PDT 2022,,,3PM8NZGV8957ZYNPBFO6Q5IER4PQXS,A2EE9G0LNC0AGM,Approved,Thu May 19 08:07:34 PDT 2022,Thu May 19 08:15:15 PDT 2022,Sun May 22 08:15:15 PDT 2022,Thu May 19 08:44:02 PDT 2022,,,461,100% (23/23),100% (23/23),100% (23/23),problem,Clarity,,Neutral,,
391FPZIE5MB0IHWXXILN80WLG8YUH5,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:07 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:07 PDT 2022,,,3J88R45B2RNMZMMAB29HQ0S4M83XP8,A1NMUM4BXM3A0O,Approved,Thu May 19 08:07:35 PDT 2022,Thu May 19 08:07:59 PDT 2022,Sun May 22 08:07:59 PDT 2022,Thu May 19 08:08:51 PDT 2022,,,24,100% (13/13),100% (13/13),100% (13/13),rechargeable,batteries,,Very Positive,,
391JB9X408X87ZSWU1XYUIVJV3ZKM7,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:13 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:13 PDT 2022,,,3SEPORI8WYO4HDGNN1F5XQJKVM2AZ3,A2HS3D3M7O80I5,Approved,Thu May 19 08:07:50 PDT 2022,Thu May 19 08:08:09 PDT 2022,Sun May 22 08:08:09 PDT 2022,Thu May 19 08:08:51 PDT 2022,,,19,100% (6/6),100% (6/6),100% (6/6),poor,interference,,Very Negative,,
391JB9X408X87ZSWU1XYUIVJV3ZMK9,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:04 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:04 PDT 2022,,,3AAPLD8UCN6N5OF2NF0FSO57NL5HT4,A3KQ6T4Y9EA1B6,Approved,Thu May 19 08:06:48 PDT 2022,Thu May 19 08:12:05 PDT 2022,Sun May 22 08:12:05 PDT 2022,Thu May 19 08:44:02 PDT 2022,,,317,100% (21/21),100% (21/21),100% (21/21),comfortable,level,,Positive,,
39AYGO6AGP97Q2S74YIXXEF1ZYP6NO,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:48 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:48 PDT 2022,,,3DY4FPOOACDF7AXUOFCO7AVY7FJRVR,A12GM87Y4GJ4ZP,Approved,Thu May 19 08:06:40 PDT 2022,Thu May 19 08:29:52 PDT 2022,Sun May 22 08:29:52 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,1392,100% (11/11),100% (11/11),100% (11/11),new,station,,Positive,,
39AYGO6AGP97Q2S74YIXXEF1ZYPN65,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:10 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:10 PDT 2022,,,3O6CYIULEOQK2RPGIJCPYN1WLNPWUA,AS5OG2PNDHRVQ,Approved,Thu May 19 08:08:44 PDT 2022,Thu May 19 09:05:26 PDT 2022,Sun May 22 09:05:26 PDT 2022,Thu May 19 16:57:29 PDT 2022,,,3402,100% (26/26),100% (26/26),100% (26/26),not able,husband,,Positive,,
39HYCOOPLYA0TTMM2KBBQ50TBU2MDW,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:01 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:01 PDT 2022,,,3PIWWX1FJUVPIRENZLPW2VYD2BIJJ6,AO68BKTMHUBGU,Approved,Thu May 19 08:06:20 PDT 2022,Thu May 19 08:27:01 PDT 2022,Sun May 22 08:27:01 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,1241,100% (22/22),100% (22/22),100% (22/22),good,sound,,Positive,,
39I4RL8QHT611J2IICU5VWYRHVA4HS,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:49 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:49 PDT 2022,,,3I33IC7ZWQREB2DBYU6RAF9DAD22AM,A3A4JW5Q9FQ1OW,Approved,Thu May 19 08:06:05 PDT 2022,Thu May 19 08:14:51 PDT 2022,Sun May 22 08:14:51 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,526,100% (16/16),100% (16/16),100% (16/16),good,signal,,Positive,,
39I4RL8QHT611J2IICU5VWYRHVAH45,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:03 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:03 PDT 2022,,,3QXNC7EIPTKTA90SR1ODVW5E7X109M,A2HS3D3M7O80I5,Approved,Thu May 19 08:07:46 PDT 2022,Thu May 19 08:07:59 PDT 2022,Sun May 22 08:07:59 PDT 2022,Thu May 19 08:08:52 PDT 2022,,,13,100% (6/6),100% (6/6),100% (6/6),best,bet,,Positive,,
39KV3A5D2IWNAFYHV44B2MP3H8H7S0,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:01 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:01 PDT 2022,,,3Q8GYXHFE0RU3ETW0R4GEH2DUQEC5Z,A3VIHY7RS59ABF,Approved,Thu May 19 08:06:47 PDT 2022,Thu May 19 08:11:34 PDT 2022,Sun May 22 08:11:34 PDT 2022,Thu May 19 08:11:54 PDT 2022,,,287,100% (23/23),100% (23/23),100% (23/23),notorious,NiCad,,Neutral,,
39KV3A5D2IWNAFYHV44B2MP3H8HS7L,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:13 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:13 PDT 2022,,,3B837J3LDZLZFIGQUK7JWNBR8BPSRN,A1TYQG653YL7M8,Approved,Thu May 19 08:07:08 PDT 2022,Thu May 19 08:07:18 PDT 2022,Sun May 22 08:07:18 PDT 2022,Thu May 19 08:07:50 PDT 2022,,,10,100% (31/31),100% (31/31),100% (31/31),staticy,satellite,,Very Negative,,
39N6W9XWSNC3ZULRND0UQLQXXWWGYQ,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:59 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:59 PDT 2022,,,35USIKEBN259DMQ1U0NZMYAPPP36NR,AW58C6041VXZB,Approved,Thu May 19 08:06:26 PDT 2022,Thu May 19 08:18:40 PDT 2022,Sun May 22 08:18:40 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,734,100% (20/20),100% (20/20),100% (20/20),major,problem,,Neutral,,
39O0SQZVKXWB90Y4GF46CCK7V6XR7V,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:44 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:44 PDT 2022,,,3LKC68YZ3LSPPM5JMX0GZH97300WOU,A384XPAEMBLPP,Approved,Thu May 19 08:05:52 PDT 2022,Thu May 19 08:16:13 PDT 2022,Sun May 22 08:16:13 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,621,100% (2/2),100% (2/2),100% (2/2),high,quality,,Very Positive,,
39O0SQZVKXWB90Y4GF46CCK7V6Y7RC,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:01 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:01 PDT 2022,,,31LM9EDVOWHL1H58EJHOV2FUBVNJNA,A36CMQ8MXQ4G0V,Approved,Thu May 19 08:06:27 PDT 2022,Thu May 19 08:08:06 PDT 2022,Sun May 22 08:08:06 PDT 2022,Thu May 19 08:08:52 PDT 2022,,,99,100% (10/10),100% (10/10),100% (10/10),great,quality,,Very Positive,,
39O6Z4JLYCMXHMLC7CDE78MYI5PVXN,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:46 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:46 PDT 2022,,,3Z2R0DQ0JS3H1FUNEZ8D6YZ4VS02EH,AO68BKTMHUBGU,Approved,Thu May 19 08:06:12 PDT 2022,Thu May 19 08:26:29 PDT 2022,Sun May 22 08:26:29 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,1217,100% (22/22),100% (22/22),100% (22/22),static,noise,,Positive,,
39RRBHZ0B4QMMHLR8U1Z4T29Q5NVZK,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:46 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:46 PDT 2022,,,3H7XDTSHKNG1X9OLYEN8U805CFAGWU,A3FBMSTRV6ALIP,Approved,Thu May 19 08:06:16 PDT 2022,Thu May 19 08:21:18 PDT 2022,Sun May 22 08:21:18 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,902,100% (24/24),100% (24/24),100% (24/24),fantastic,sound,,Positive,,
39TX062QYBDD5DJTN278ODUFRLX3XZ,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:43 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:43 PDT 2022,,,3RXCAC0YI2EQ78S30B72GSXJU878G7,A340NAODGVCWKL,Approved,Thu May 19 08:05:48 PDT 2022,Thu May 19 08:18:08 PDT 2022,Sun May 22 08:18:08 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,740,100% (25/25),100% (25/25),100% (25/25),acceptable,quality,(positive),Positive,,
39WICJI5B3H2A8J8OKVTLYAQZLUZ3R,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:44 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:44 PDT 2022,,,3NL0RFNU0QCUQT1KEZ24X897Z3S4KZ,A2KWEVSI7P1RGQ,Approved,Thu May 19 08:05:55 PDT 2022,Thu May 19 08:13:08 PDT 2022,Sun May 22 08:13:08 PDT 2022,Thu May 19 08:44:03 PDT 2022,,,433,100% (9/9),100% (9/9),100% (9/9),positive,reviews,,Positive,,
39WICJI5B3H2A8J8OKVTLYAQZLV3ZW,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:44 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:44 PDT 2022,,,3UJ1CZ6IZSEAAVISXDUGTM6VGT05SM,A17W89I9UWRR20,Approved,Thu May 19 08:05:49 PDT 2022,Thu May 19 08:09:22 PDT 2022,Sun May 22 08:09:22 PDT 2022,Thu May 19 08:11:43 PDT 2022,,,213,100% (3/3),100% (3/3),100% (3/3),wireless,items,(neutral),Negative,,
39WSF6KUWCATL2LYBV18OR7J66HOE5,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:48 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:48 PDT 2022,,,3ERET4BTVXYVNZ7WVUYVEGKNLV69K0,AO68BKTMHUBGU,Approved,Thu May 19 08:06:27 PDT 2022,Thu May 19 08:27:33 PDT 2022,Sun May 22 08:27:33 PDT 2022,Thu May 19 08:44:04 PDT 2022,,,1266,100% (22/22),100% (22/22),100% (22/22),similar,results,,Positive,,
39WSF6KUWCATL2LYBV18OR7J66IEOW,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:06:05 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:06:05 PDT 2022,,,384PI804X3QBFOWR07O4CRA4ZLQ0SX,A3J2HTPBMLB9SQ,Approved,Thu May 19 08:08:01 PDT 2022,Thu May 19 08:08:24 PDT 2022,Sun May 22 08:08:24 PDT 2022,Thu May 19 08:09:10 PDT 2022,,,23,100% (4/4),100% (4/4),100% (4/4),best,quality,,Very Positive,,
39XCQ6V3L8T30DM10YMB3XFF8DP56X,398H02C4IDQI5HHO6KOZMDQW3QGEF2,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Thu May 19 08:05:56 PDT 2022,1,BatchId:4744268;OriginalHitTemplateId:928390909;,3600,259200,Thu May 26 08:05:56 PDT 2022,,,3MH9DQ75771O55ZG3E87CKF8RZZGUV,A1FNNL4YJGBU8U,Approved,Thu May 19 08:06:13 PDT 2022,Thu May 19 08:07:04 PDT 2022,Sun May 22 08:07:04 PDT 2022,Thu May 19 08:07:50 PDT 2022,,,51,100% (40/40),100% (40/40),100% (40/40),second,pair,,Neutral,,
