HITId,HITTypeId,Title,Description,Keywords,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Modifier,Input.Aspect,Answer.sentiment.label,Approve,Reject
3IHWR4LC8N22GF040X23CKFBJ058IS,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3BXQMRHWKANOXFV2EH62PPZ5OU2MUJ,A1IGKJ200N82S9,Approved,Wed May 25 13:39:52 PDT 2022,Wed May 25 13:40:29 PDT 2022,Sat May 28 13:40:29 PDT 2022,Wed May 25 13:52:09 PDT 2022,,,37,100% (36/36),100% (36/36),100% (36/36),wireless,headphones,Positive,,
3VMV5CHJ0I47I8MXD7DVI4YII0YGTX,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,3YHH42UU5M4OBB11GYR305W98090LT,A2M2W516G2XCIK,Approved,Wed May 25 13:40:39 PDT 2022,Wed May 25 13:40:47 PDT 2022,Sat May 28 13:40:47 PDT 2022,Wed May 25 13:51:15 PDT 2022,,,8,100% (14/14),100% (14/14),100% (14/14),old,Sony,Neutral,,
3WRBLBQ2H1X62ZP6F5PLYTWDLP1G0L,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:19 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:19 PDT 2022,,,3IFS6Q0HJT8MMJD74XDAIVA0MOXISJ,A2FAA1LR6UERGL,Approved,Wed May 25 13:40:23 PDT 2022,Wed May 25 13:40:29 PDT 2022,Sat May 28 13:40:29 PDT 2022,Wed May 25 13:51:40 PDT 2022,,,6,100% (21/21),100% (21/21),100% (21/21),frequency,channels,Positive,,
3RTFSSG7UIVFWH4SJ3FMIGAPIB1WL8,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:50 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:50 PDT 2022,,,39N5ACM9HPCWYQ4C8M33AX6MGE59PD,ARMNBJQQTC3MN,Approved,Wed May 25 13:43:17 PDT 2022,Wed May 25 13:45:13 PDT 2022,Sat May 28 13:45:13 PDT 2022,Wed May 25 13:51:27 PDT 2022,,,116,100% (22/22),100% (22/22),100% (22/22),analog,knob,Neutral,,
3IWA71V4US5C2W6B6456VG6Z1IJ6X4,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,3B3WTRP3DMR06J366OSREKYT54C29I,A3F4HFW1BAGQTX,Approved,Wed May 25 13:40:05 PDT 2022,Wed May 25 13:42:11 PDT 2022,Sat May 28 13:42:11 PDT 2022,Wed May 25 13:51:15 PDT 2022,,,126,100% (60/60),100% (60/60),100% (60/60),little,bit,Positive,,
3I4E7AFQ3UOH9ACYLDYYFHQYASFJT4,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:06 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:06 PDT 2022,,,3KKG4CDWKTNA9XITA2BF7ZVRPI749F,A2YO837C0O1E91,Approved,Wed May 25 13:39:14 PDT 2022,Wed May 25 13:39:18 PDT 2022,Sat May 28 13:39:18 PDT 2022,Wed May 25 13:51:29 PDT 2022,,,4,100% (35/35),100% (35/35),100% (35/35),wireless,networks,Neutral,,
3IV1AEQ4E12YBQKAIFN3OLUBWFU8J4,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,32M8BPYGA4BJWE4G9XJTTHRXYD4GIY,A13KQQ3S0MPYRP,Approved,Wed May 25 13:41:04 PDT 2022,Wed May 25 13:41:46 PDT 2022,Sat May 28 13:41:46 PDT 2022,Wed May 25 13:52:09 PDT 2022,,,42,100% (45/45),100% (45/45),100% (45/45),different,brand,Positive,,
3QXFBUZ40U5MIL1MDC35N0KK1E5GUO,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,3634BBTX0ZJDIE8LYDDBBWRLXY3IF0,A1OJTW3XCM7LBL,Approved,Wed May 25 13:40:15 PDT 2022,Wed May 25 13:40:28 PDT 2022,Sat May 28 13:40:28 PDT 2022,Wed May 25 13:51:15 PDT 2022,,,13,100% (12/12),100% (12/12),100% (12/12),unique,holder,Negative,,
3ODOP6T3B29XMTZ0ZRRY8SSPSIC426,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:50 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:50 PDT 2022,,,31Z0PCVWUV4QCZ9QA6E31BGDAR17T3,A21U4TZRC0J8NL,Approved,Wed May 25 13:40:24 PDT 2022,Wed May 25 13:40:55 PDT 2022,Sat May 28 13:40:55 PDT 2022,Wed May 25 13:51:27 PDT 2022,,,31,100% (5/5),100% (5/5),100% (5/5),old,headset,Very Negative,,
32LAQ1JNUJEQNQNSXC2CMJZ9R8DUTB,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:20 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:20 PDT 2022,,,36AHBNMV1212AU9UBP4O9KIOB4MDYR,A20KIJRVCQSC5L,Approved,Wed May 25 13:41:07 PDT 2022,Wed May 25 13:41:31 PDT 2022,Sat May 28 13:41:31 PDT 2022,Wed May 25 13:42:34 PDT 2022,,,24,100% (11/11),100% (11/11),100% (11/11),Real,frequency,Positive,,
3R5LWXWHSAXEZPVHIHES77JOVWMGXG,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,3EICBYG64FL2AD8HPT8AFRLID00JC2,A2YO837C0O1E91,Approved,Wed May 25 13:39:18 PDT 2022,Wed May 25 13:39:33 PDT 2022,Sat May 28 13:39:33 PDT 2022,Wed May 25 13:51:15 PDT 2022,,,15,100% (35/35),100% (35/35),100% (35/35),squarish,side,,,
3RIHDBQ1OONH59ROOGU1HQFR3SFMH1,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:06 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:06 PDT 2022,,,35GMH2SV3P6V8MJS1X6ADB27X6NOEJ,A2OZLBV28P7HBC,Approved,Wed May 25 13:42:53 PDT 2022,Wed May 25 13:43:21 PDT 2022,Sat May 28 13:43:21 PDT 2022,Wed May 25 13:51:29 PDT 2022,,,28,100% (18/18),100% (18/18),100% (18/18),poorly,headset,Very Positive,,
3W0KKJIAS1YTMAQS00NFP0UOB4U8K3,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,37Z929RLGKXCVXTIY9CEW2C9X5CST9,A20KIJRVCQSC5L,Approved,Wed May 25 13:38:17 PDT 2022,Wed May 25 13:38:28 PDT 2022,Sat May 28 13:38:28 PDT 2022,Wed May 25 13:52:09 PDT 2022,,,11,100% (11/11),100% (11/11),100% (11/11),old,headphones,Positive,,
3A3KKYU7QD6Z2ZMDJFG1ITPEIGRWMA,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:51 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:51 PDT 2022,,,3SITXWYCN6YKVSL0SXRGVGNF6DFXBX,A2D74QPANDB2I7,Approved,Wed May 25 13:40:17 PDT 2022,Wed May 25 13:40:26 PDT 2022,Sat May 28 13:40:26 PDT 2022,Wed May 25 13:49:55 PDT 2022,,,9,100% (26/26),100% (26/26),100% (26/26),Clear,reception,Very Positive,,
3ACRLU861X3928WP7QWMI77KZDJEBO,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,308Q0PEVBJ24H4H8VRDJ105AU0A9I1,A3HYH6OVZQ5MIY,Approved,Wed May 25 13:42:49 PDT 2022,Wed May 25 13:43:38 PDT 2022,Sat May 28 13:43:38 PDT 2022,Wed May 25 13:49:57 PDT 2022,,,49,100% (5/5),100% (5/5),100% (5/5),Master,Sennheoser,Very Positive,,
3R4QIDVOKZ179B89HHYCJFD52AWEEO,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,37QW5D2ZRRBTXD1UVB1J56GMJSS8S1,A3NDX496IPJ02C,Approved,Wed May 25 13:39:06 PDT 2022,Wed May 25 13:39:12 PDT 2022,Sat May 28 13:39:12 PDT 2022,Wed May 25 13:51:15 PDT 2022,,,6,100% (34/34),100% (34/34),100% (34/34),normal,size,Neutral,,
39O6Z4JLYCMXHMLC7CDE78MYIB9VXJ,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3NPFYT4IZNTGM9TB8JJUWRECMQ7XGE,A1WS034BN6VQPK,Approved,Wed May 25 13:40:14 PDT 2022,Wed May 25 13:41:07 PDT 2022,Sat May 28 13:41:07 PDT 2022,Wed May 25 13:49:53 PDT 2022,,,53,100% (42/42),100% (42/42),100% (42/42),huge,difference,Negative,,
3S1L4CQSG7UWPCRTWNGW5E8ETWDAF7,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:06 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:06 PDT 2022,,,3ON104KXQVLLLTV13DL7LJ32NJSW4X,AHFTMT6HOWQFF,Approved,Wed May 25 13:40:36 PDT 2022,Wed May 25 13:41:31 PDT 2022,Sat May 28 13:41:31 PDT 2022,Wed May 25 13:51:29 PDT 2022,,,55,100% (36/36),100% (36/36),100% (36/36),2.4GHz,Wi-Fi,Neutral,,
3LB1BGHFMCL74Z7X7DZ1P45MNWNYTC,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:51 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:51 PDT 2022,,,31N2WW6R92FYSBQ2DA6O7QPWEG7F3Y,A35CL66BEUSJ5Z,Approved,Wed May 25 13:41:41 PDT 2022,Wed May 25 13:41:44 PDT 2022,Sat May 28 13:41:44 PDT 2022,Wed May 25 13:51:27 PDT 2022,,,3,100% (15/15),100% (15/15),100% (15/15),comfortable,headware,Very Positive,,
3S8A4GJREDSKY71G6P4O7V9EL7B6V1,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,339ANSOTRGROY00ZZO48R9JQ5UJIK1,A20KIJRVCQSC5L,Approved,Wed May 25 13:38:29 PDT 2022,Wed May 25 13:38:53 PDT 2022,Sat May 28 13:38:53 PDT 2022,Wed May 25 13:51:15 PDT 2022,,,24,100% (11/11),100% (11/11),100% (11/11),great,Sound,Very Positive,,
3B9XR6P1XOKHDOIHLR7DFNKC4LFJBE,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,39LOEL67O3UPDWGF5W0IXY8ARCU83A,A18V8FRN40LJ4J,Approved,Wed May 25 13:40:29 PDT 2022,Wed May 25 13:40:44 PDT 2022,Sat May 28 13:40:44 PDT 2022,Wed May 25 13:50:05 PDT 2022,,,15,100% (9/9),100% (9/9),100% (9/9),female,head,Very Positive,,
36U4VBVNRY2D7BA0TNXHM4YR3NGURY,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:19 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:19 PDT 2022,,,31Z0PCVWUV4QCZ9QA6E31BGDAR1T7P,A2JP9IKRHNLRPI,Approved,Wed May 25 13:42:12 PDT 2022,Wed May 25 13:43:03 PDT 2022,Sat May 28 13:43:03 PDT 2022,Wed May 25 13:49:38 PDT 2022,,,51,100% (79/79),100% (79/79),100% (79/79),good,frequency,Positive,,
3TLFH2L6ZJDH3EEQESS6G04H8HST2Q,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:44 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:44 PDT 2022,,,3QY5DC2MX29IR53LSU2PUZFWRTQFU5,A1NW2B9XE89V2C,Approved,Wed May 25 13:40:01 PDT 2022,Wed May 25 13:40:37 PDT 2022,Sat May 28 13:40:37 PDT 2022,Wed May 25 13:52:09 PDT 2022,,,36,100% (29/29),100% (29/29),100% (29/29),charging,cradle,Positive,,
3CIS7GGG7F8OY75V7HDHNXZ8OYQEU5,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:06 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:06 PDT 2022,,,36DSNE9QZGN3J25KFYH1ARFZ2EJOJ4,ARMNBJQQTC3MN,Approved,Wed May 25 13:39:33 PDT 2022,Wed May 25 13:40:20 PDT 2022,Sat May 28 13:40:20 PDT 2022,Wed May 25 13:50:11 PDT 2022,,,47,100% (22/22),100% (22/22),100% (22/22),second,one,Neutral,,
30U1YOGZHKL3ROZRMH7X2EZZ3P4DSV,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:51 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:51 PDT 2022,,,3KOPY89HMJREXDCYW0X9MOHO7NNJ34,A2HM35CWB7IIFM,Approved,Wed May 25 13:39:15 PDT 2022,Wed May 25 13:39:19 PDT 2022,Sat May 28 13:39:19 PDT 2022,Wed May 25 13:42:28 PDT 2022,,,4,100% (24/24),100% (24/24),100% (24/24),great,product,Very Positive,,
3CESM1J3FSSXDW1LWZ9KTXSSSGD6WB,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,3OXV7EAXLPF29IXRCH3KDKCJLH336I,A2TZAXWOB3JMNV,Approved,Wed May 25 13:38:27 PDT 2022,Wed May 25 13:38:32 PDT 2022,Sat May 28 13:38:32 PDT 2022,Wed May 25 13:50:10 PDT 2022,,,5,100% (56/56),100% (56/56),100% (56/56),best,signal,Very Positive,,
3909MD9T396ZFP85CSII1XY5EBBEF6,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,3R08VXYT7NKI4GDK5BJEOVNCELHW7G,AVIEE6LDH0BT5,Approved,Wed May 25 13:39:02 PDT 2022,Wed May 25 13:39:34 PDT 2022,Sat May 28 13:39:34 PDT 2022,Wed May 25 13:49:50 PDT 2022,,,32,100% (95/95),100% (95/95),100% (95/95),smallest,position,Neutral,,
3VO4XFFP2FBBXZJ430F67MA2ZQGQ7Q,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:20 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:20 PDT 2022,,,3EFE17QCRNUMQO2NYFVPIJ9LMBIHSP,A3DZXOPAS51NAH,Approved,Wed May 25 13:39:51 PDT 2022,Wed May 25 13:39:57 PDT 2022,Sat May 28 13:39:57 PDT 2022,Wed May 25 13:51:40 PDT 2022,,,6,100% (45/45),100% (45/45),100% (45/45),frequency,quality,Neutral,,
39N6W9XWSNC3ZULRND0UQLQXX2FYG3,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:45 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:45 PDT 2022,,,3ZPBJO59K0QGOZJ51P00NKNLL88DHR,A2YO837C0O1E91,Approved,Wed May 25 13:38:47 PDT 2022,Wed May 25 13:38:51 PDT 2022,Sat May 28 13:38:51 PDT 2022,Wed May 25 13:49:52 PDT 2022,,,4,100% (35/35),100% (35/35),100% (35/35),nice,design,Positive,,
3UOMW19E7NVSGUV2APZEPX7P45K5CL,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:06 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:06 PDT 2022,,,3NG53N1RL68WKLL23UXPA1BBW8L8PL,A1RCVIJAS2Z3GC,Approved,Wed May 25 13:39:05 PDT 2022,Wed May 25 13:39:27 PDT 2022,Sat May 28 13:39:27 PDT 2022,Wed May 25 13:51:29 PDT 2022,,,22,100% (24/24),100% (24/24),100% (24/24),exact,model,Neutral,,
3WPCIUYH2KX46OC6BHCNCJVL58IDTK,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:51 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:51 PDT 2022,,,3S0TNUHWK47NVOICYL6UA7UMIPI8D7,A2TZAXWOB3JMNV,Approved,Wed May 25 13:38:52 PDT 2022,Wed May 25 13:38:56 PDT 2022,Sat May 28 13:38:56 PDT 2022,Wed May 25 13:51:27 PDT 2022,,,4,100% (56/56),100% (56/56),100% (56/56),static,set,Positive,,
3ECKRY5B20LH0B1R9N2GP4CFI9BZIN,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,38F5OAUN5Y107QIVACXENSDPZX5H72,A3JQVOGVJ2OAAX,Approved,Wed May 25 13:39:37 PDT 2022,Wed May 25 13:42:34 PDT 2022,Sat May 28 13:42:34 PDT 2022,Wed May 25 13:50:29 PDT 2022,,,177,100% (23/23),100% (23/23),100% (23/23),square,ish,Neutral,,
3M05562442939VLI5RL1RKSES3CNF4,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:20 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:20 PDT 2022,,,3Y4W8Q93LA9L60EP6EH42LEUTNJVDZ,A3TYCJO2DG3RMH,Approved,Wed May 25 13:40:16 PDT 2022,Wed May 25 13:40:21 PDT 2022,Sat May 28 13:40:21 PDT 2022,Wed May 25 13:51:41 PDT 2022,,,5,100% (5/5),100% (5/5),100% (5/5),Very slight,pressure,Neutral,,
34F34TZU86ONPBIL2YE2EUH8AF22JV,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:59 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:59 PDT 2022,,,352YTHGRO623O30C8EZ7KGTF8VFH4I,A3NDX496IPJ02C,Approved,Wed May 25 13:39:35 PDT 2022,Wed May 25 13:39:41 PDT 2022,Sat May 28 13:39:41 PDT 2022,Wed May 25 13:42:06 PDT 2022,,,6,100% (34/34),100% (34/34),100% (34/34),sound,quality,Positive,,
3X55NP42FY58W4H21BXRU08CPS8P3T,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:38:06 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:38:06 PDT 2022,,,3EQHHY4HQ3H7KQ912D0Z48NSTRYG5O,A35Z4FPJMP9VOW,Approved,Wed May 25 13:40:54 PDT 2022,Wed May 25 13:41:16 PDT 2022,Sat May 28 13:41:16 PDT 2022,Wed May 25 13:51:29 PDT 2022,,,22,100% (12/12),100% (12/12),100% (12/12),upstairs,bedroom,Positive,,
3SX4X51T9AYQVP4MVQZMS8HSLX3OA6,3NB4XF0P16ZCATF4ZBWWFPMR3JDL2D,Modifier/Aspect Sentiment analysis describing a set of headphones extracted from amazon reviews.,Determine if a modifier (adjective) describes an aspect (noun) in a positive or negative way.,"sentiment, text",Wed May 25 13:37:45 PDT 2022,1,BatchId:4748228;OriginalHitTemplateId:928390909;,180,259200,Wed Jun 01 13:37:45 PDT 2022,,,3TK8OJTYMCAUVXHFBN8Z2FVJ76NVPE,A1NW2B9XE89V2C,Approved,Wed May 25 13:42:13 PDT 2022,Wed May 25 13:42:39 PDT 2022,Sat May 28 13:42:39 PDT 2022,Wed May 25 13:52:09 PDT 2022,,,26,100% (29/29),100% (29/29),100% (29/29),old,one,Positive,,
