review_id,star_rating,review_body
RQIUQG2BX6R96,5,Awesome headphones
REQYKFA83M3U2,1,"Don't understand how it can be so highly rated and have such &#34;deal breaker&#34; problems. For me the deal breakers were:<br />1. It has a tuning knob on right side facing back of your head. The knob is right below the volume knob, so you will accidentally mess it up frequently. And bigger problem for me, my primary use case is sleep on the couch and watch TV. The tuning knob kept touching the pillow under the head.<br />2. It's auto of feature. The transmitter switches off if there is no input for a short time. Causing the headphones to blast out ear shattering shrill noise viz. audible in next room!! Practically this happens when I pause the tv to make a drink in kitchen.<br />Other problem, might be specific to mine, it never worked properly. Always has hiss, screeching beeps etc. But the earlier problems were the deal breaker.<br />Arrived 2 days later than estimate."
R3VKEKKHJZEDUN,5,"i bought this for my mom as she has hearing loss in one ear. When she's visiting relatives, she takes it along and connects it to any of out TVs so she can hear the audio. It works really well and she had no difficulty understanding how to use the tuner on it. Great product!"
RXNVK82EXY1HS,4,"no static, clear sound,even the fart sounds come thru clear as a bell.mine has smellavision,you hear a fart& you smell freash s***!!"
RNBWSVW95HYP6,5,This is our second one for second tv.  My husband loved the first one so much that I got another one.
R3ACF6WZX7QPSN,5,I have several of these wireless headphone products and all of them  were worthless.  This product works great and solves the problem of hearing without blowing everyone else out of the room.  This product really works.
R3I7GZWYS4M2OO,5,I love these head phones I was very pleased with the sound and volume control. There is no way you can go wrong with them for the price and the way they perform.
R34E5QT2SLYCKZ,5,"These are a great option for anyone who needs headphones for watching TV.  In my case it was so I could watch TV in the middle of the night without disturbing others in my apartment building.  These headphones are simple to set up and connect to your TV or cable box, the stand is small and un-obtrusive, the headphones fit comfortably and have crisp sound. And I can walk anywhere in my apartment and the reception doesn't break up.  If you're looking for studio-quality headphones so you can have a theater-like surround sound listening experience these may not be the best option, they do not have great bass sound and the treble sounds are just a little bit thin.  But if all you need is to hear dialogue and regular sounds from a TV show these will do great.  My only concern, which time will tell I guess, is how sturdy they are and how long they will hold up.  They feel a little flimsy compared to my Sony stereo headphones.  Overall, a great value for the money."
R2DKFW3GHTZ8Z3,5,"Having had experience from this type of remote headphones, roughly 25+ yrs ago & had pretty good luck with them, I had a need for this type of headphones. I LIKE THEM !!! Doing yard work, as much as 300 yards away from the house now, like I have to do, this product works out better then expected & would highly recommend this product to others. Easy hook-up to power, ease of use above standard, Excellent product !!! Thanks Amazon for selling them."
RO7MLANCIUH8K,5,It's amazing how they get surround sound into headphones.  It eliminates all other sound when I have them on.  It's better than being in a movie theater.  The wireless connection is great too... you can walk into other rooms in the house and it sounds exactly the same as when you're sitting in front of the TV.
RE3WHSONFXKKJ,5,We are very pleased with the wireless headphones.  They work very well and are reasonably priced.  This is the second pair of them we have had.  We had the other ones (and still have the actual headphones and they still work with the new charger - now we have two sets of headphones) for over 6 years.<br />We would recommend them to anyone and actually have.<br />Thanks for sending them promptly.
R2RP4FVSIEQFQX,5,"We have a set at our vacation home because the walls are thin and I am a bit hard of hearing.  I can wear them while others listen to a lower TV volume than I require.  But I also can wear them with the TV muted and still hear my show through these earphones.  So great if family or a room-mate is sleeping or otherwise need quiet while they engage in other activities.  The rechargeable batteries last for many hours, even over several days.  Very comfortable and not too heavy."
R1WA5SRICDZR7X,4,"I've had this headset since 2011, and it still works as well now as the day I bought it. I haven't had to replace the battery or the charger, they still charge just fine and keep the charge. The sound is extremely good, there's excellent bass, and it's very crisp and vibrant. The battery life is exceptional as well. It will last me all day and then some. The wireless has a very large range, sometimes I'll even take it outside while I'm doing yard work. It's very light and comfortable, many times I forget I'm wearing it. Unfortunately, the fit is a little loose, so if you lean forward, it has a tendency to slide off. Otherwise, it's a very sturdy, high quality headset with some of the best sound I've heard in headphones.<br /><br />The only reason I don't give it five stars, however, is the somewhat annoying tendency for it to suddenly burst into static if you leave it idle without listening to anything for too long. I can't tell you how many times I've watched a video on youtube, then when it was done, wandered over to read an article or something, only to jump in surprise when static suddenly bursts in my ears after five minutes or so. Like I said, I've had this head for several years, and I've actually purchased a few others in that time, as I dislike the static. Every time, though, I've come back to this one after only a month or so. The battery life and sound has just been far superior to other headsets I've tried."
R3N904MMS6E811,5,"My husband has had to turn the television set up and up and he was still missing out on half the words and what was going on in a program.  With this set, he hears every word and he really likes how the music set to the show is in the background."
R31MJOSEXDQ0S7,5,These were purchased to replace the same item after several years of use.  It allows my husband and I to listen to TV at our own comfortable volumes.  Charging cradle makes it easy to use.
R3C8PZAOYHQKHB,5,I got these for my elderly mother who is in a nursing home and is hard of hearing. The sound is good. Wish she would give them back to me! LOL
RSDE3ALKN157Q,1,not as clear as i had expected. there seems to be a lot of distortion in sound even though I'm sitting right in front of the cradle
R1CAL4F96MFQXY,5,"I bought these headphones so I could watch television late at night in the same bed  as my sleeping wife.  She does say the light does bother her quite a bit still, but there is nothing I can do about that.  The headphones can fit my big headed 3 year old and also my rather large cabeza.The bass is good enough,but my work in other rooms and that's extremely cool to me for some reason.  It took propably 20 minutes to<br /><br />I would buy these again, no doubt. The ear screen comes off kind of easily but no bid deal at all.<br /><br />I love this set of headphones.  I'm a mobile DJ so I've listened to a few different headphones.  These sound excellent!"
R2P1BCZC679QHZ,5,The ability to hear is great.  This is my third set of tv hearing devices and it is by far to best on I have had.  I would recommend Sennheiser Wireless RF Headphones to everyone.
RX72K4WZK4VDV,5,"After reading several of the feedbacks I was afraid I too would have a negative experience. However, I'm very pleased with my purchase. I placed the charger away from anything metal and that took care of the humming. The sound quality is good enough for me and with a little tweaking of the tuner I get all the bass I desire. I believe that with a little more familiarity I'll be quite comfortable with the placement of the tuner and the  volume control. I think this is a great product for the price range."
R1HEWIB4675GM5,5,I love the end product once I got it all figured out. The sound is stellar! It took me a little to figure out the connection to my TV and the Sennheiser website helped the most for that. I did have to buy extra connections that I wasn't planning on but in the end it was completely worth it.
R2UXBCF388EKCD,5,"These headphones are crystal clear, easy to hook up and the charge lasts long enough to enjoy watching tv for the night.  They are also very comfortable and the range is adequate.  I've tried and owned others, and between the hissing, crackling and momentary loss of signal, I was hesitant to try another set.  Glad I did, these headphones are awesome, and I cannot say anything else about these other than to buy it, you won't regret it."
R2NC9KOE8VIFG6,1,Subject line says it all and don't even think of going to the Sennheiser site for support - very unhelpful and will return this product to them via Amazon.
R3QIOHKPC7PK4M,5,comfortaable and easy to use.  put you tv on mute or you may get an echo--some do and some don't<br /><br />great buy
R1PRJ6AQ59WEDT,5,My second one... works perfect... new ... just the box looked recycled. No other product works as good in this price range
R2E73JKVGB09MC,5,Works perfect for my 86 year old father being hard of hearing.<br />My only complaint is the tuner dial is below the volume control.  This caused problems being found out of tune on occasion.<br />Quick fix:<br />Metal duct tape over knob to keep his big fingers from bumping the tuner dial.
RI3LHIGJXNSDV,5,my mom is starting to loose her hearing and these headphones work great!  She doesn't bother anyone and she can hear clearly every word that is said.  Highly recommend and would buy again.
R1UBVJ2BLABUYS,5,The wireless headphones are wonderful.  They are clear and without static.  It's even more wonderful that my husband<br />can listen to his ballgames and I don't have to hear them.  I  wish I had gotten them 20 years ago.  Now I can't do without them.
R33IFFLP8BXUS7,5,I purchased the Sennheiser phones to replace some Rca phones and my original TV ears. They were recommended by the tech rep that was trying to help me troubleshoot the others. They work great.<br /><br />I'm still awaiting my refund for the RCA units sent by Zento. I've returnrd the two unsatisfactory units.
RVZ402OU7YQWO,5,Excellent! I use it with hearing aids and it is better than the expensive alternative with a loop around the neck...which broke after about two years for no reason.
R17JIV8MYE2EII,5,"We re-did our den as a sort of man cave, with a huge flat screen TV and a beer fridge, but we didn't add a door, so these headphones serve a very useful purpose. My husband can hear all those football games perfectly, and my daughter and I don't hear them at all. He says he hears things through the headphones -- like background noise in the squad room, when watching Law and Order -- that he never heard before. He can also still follow the game when he goes to the kitchen for something to eat or even when he gets the groceries out of the car in the driveway. Best gift idea ever!"
R1U2P3P04BT74T,4,"Had the Sony Wireless Headphones that fell apart rather quickly, Bought the Sennheiser's and the sound quality is good also easy installation."
R3FLFDXK1ZOMEY,5,"The device does everything as advertised. A minor installation problem was well managed by the telephone support. The unit is a bit bulky, but no more than any well functioning headset. I recommend it without hesitation."
R1GUVITKSQ5KW7,4,"Have had these a couple of months. I purchased them because my husband goes to bed early some time and you can clearly hear every word on the TV. They do the job, but I do find you can't walk around and look down, they will slip off and a little tight on the ears after wearing for an hour, would have like them to encircle the ear instead and that might have solved the slipping problem too."
R18EBIB02XLX2P,3,Bought for my mom for mothers day because she liked my set when she visited me in New Jersey. I personally did not like the radio frequency tuning but when tuned it worked very well. I called her a few days after she went back to Texas and it was simple for her to hook up as she is 80 years old and her comment was &#34; I love them &#34;. She cannot hear the flat screen TV so I gues between yorr headphones and me we solved her problem.
R1OJLKHFP0ANF7,5,The sound is clear. No distortion or noise even when walking outside the house. Easy setup. Plan on getting a second set just so I don't have to share this one.
R34BW21LBRB4KK,5,He loves them.  He can hear and I am not blasted out of the room.  We can both watch TV at a comfortable volumne.
R1UL01ETX4QEWA,5,"Got these for my mother-in-law who is nearly deaf.  Watching tv with her was becoming an issue because for her to hear the tv, the volume was almost unbearable for me.  Now she is able to enjoy shows without having to read all the closed captions.  We can also spend more time with her while she is watching the tv."
R16GMF86OAPPU7,5,I've got one of these on three different TVs. They last forever. I just love them. I even use them when I watch TV with my wife. They simply make it easier to hear dialogue.
RG5Q2JKVJ9V8N,5,Bought these for a lady that is hearing impaired. In order to hear the TV the sound had to be on high volume. The rest of the family had trouble hearing their shows. These headphones have solved the problem so everybody is happy. The headphones work great plus very easy to hook up. I would give them 6 stars if it was available.
R38RZ64NIV1ROX,5,Using the earphones will eliminate the need to ask your wife to turn the TV up again. I like the fact you are able to leave the room and still hear the audio on the TV.
RPPHF7EHG2W2B,5,"I have been having a very difficult hearing the words on many TV shows, streaming videos and DVD's. With these headphones I can almost always clearly hear the words. I can even go out to the kitchen for a snack with the headphones on and continue to hear the program. My life has gotten better with these headphones."
R33UF43JZ6S6V5,5,Easy to set up..<br /><br />Good price.<br /><br />Very good sound.<br /><br />I have recommended them and I know three other people who purchase them
R14ZI0NYIPHPBL,5,Bought this for my father who won't admit he can't hear and he loves it. Easy to install on their tv.
R1D0J6Q5JW3AW1,3,"The product came on time and seemed to work but because my mother and I are elderly, we could not get it to work at all.  This is obviously our problem with wireless technology.  Sennhiser folks did not include instructions or a manual but when I contacted them, they sent one which was nice.  However, ultimately I could not make it work so they let me send it back in their 30 day refund policy window,  My only complaint is that they made me pay for shipping so it costs me 16 dollars to send it back which they should have paid for."
R7KUIPUT9WN95,5,"These head phones work great. They are not the most comfortable headphones that I own, but they do what they were intended."
R1YZZS5T3KQIC,5,"My cousin had one, I was very glad that I bought one too. I would recommend on buying this one."
R1PISUBE87MPPZ,5,"Wife watches \\""her shows\\"" on the 32\\"" LCD in the adjoining eat-in kitchen, I watch loud movies in the LR on the big screen with the surround sound audio.  Needless to say, I have to turn my stuff down. NO MORE!  Rather than buy a new set-up and renovate the downstairs, I paid $105 bucks for this beauty.  Wife: \\""We should have done this a year ago.\\""<br /><br />I was uncertain how I was going to integrate this with my existing Sony Sound Bar system, but you don't have to.  The external sound system audio level is off (but the unit is on), and the audio is supplied to RS120 via an audio L/R output from the TV. Since you have cable, ROKU and Blu-ray input (video and audio) to the TV via HDMI, you are all set.<br /><br />The instructions are cryptic and minimal, but it's easy to figure out.  Everything is supplied in a very nice package.  The unit is attractive and nicely designed.  Oh, and the audio quality is awesome BTW.  Happy camper."
RCJOUVGQHASQT,5,We got these when our baby was born. These have revolutionized our TV watching. Loud show/ movie at 10pm in a smallish house?.... no worries! We got a second pair shortly after. Don't forget to turn them off after use! Seriously great purchase for us.
R3TYAY902J0VI6,3,"Decent headphones.  There is a hiss, which is normal at higher volume or wireless headphones.  It's also a little tricksy to get them situated so they're comfortable, but it is usually possible."
RVQ19NTUZP29J,5,These Headphones are the greatest. Love that they have a rechargeable stand and the ear piece is very comfortable. They are well worth the price.
R17QD17JEQ7KRF,3,"Before I bought this, I thought that it would work great with my LED tv, but it was really difficult setting it up. It took about 15-30 minutes to figure everything out. Luckily, we have DirectTV, which made connecting this headphone a lot easier. I would not recommend this for a regular TV that just uses an antenna. I like the charging cradle though because my headset is always charged when I need it. I also know where my headphones are at all point in time."
R1D0GFWCEMGE9B,1,"Although there were quite a few one star reviews for this wireless RF headphone, my past good experience with other Sennheiser products lulled me into ordering one. Bad decision! Apparently the excellent quality of older Sennheiser items made in Germany has not been kept in the current Chinese-made Sennheiser headphones. I installed it in accordance with the written instructions and all I got was static in all three switch positions. The only thing that worked was the volume control. I could adjust the static from barely audible to very loud. But who wants to listen to that spectrum of noise? Amazon was very good about authorizing its return for a full credit and I have ordered a Sony wireless headphone that in all probability was made in Japan and will perform as it should."
RJT4SBSGGRBW8,2,"Lose power all the time,not happy with this product ! Dont know if it still has warrenty. The power goes off and may come back on for a while."
REIHYT2GRF8CW,5,This headset is great! It allows everyone that is not hard of hearing to listen to TV at the volume at a lower level.
RANQYMETWB9MU,2,"Good quality in appearance etc. easy to setup but have had problems with them working correctly. Lots of background noise (a hiss and fade in and out, very positional). These are being used in a 13 x 16 bedroom and just don't function correctly for the price. Will continue to try to resolve these issues but if unable to resolve will return them for the reasons listed above. Disappointed so far, hope things work out."
R21I1RNNOPH680,5,My husband is listening to the news and I can work in the kitchen/great room without listening or bothering him.
RJQ5QJZXOOHX9,1,"This things don't work do not waste your money, tried to hook up to my TV however couldn't get them to connect also battery don't last long."
R13UQ7KJUJ5EK5,5,"My husband goes to bed later than I do and likes to watch tv, these earphones keep us happily in the same room at night. I sleep and he watches tv and I don't even hear it."
RFTAACJAZDCOH,4,"These headphones are exactly what I wanted to go with my TV. The sound is excellent in mid range, and adequate elsewhere. They do an outstanding job boosting movie dialog. I think they are less well suited for serious musical listening, though, as I have found their performance not to be so great on complex symphonic pieces, but it's hard to sort out defects in the program material from what the headphones may be doing. I didn't buy them for that use, so it's not a big problem for me, but I did notice it. They are comfortable to wear for long periods and are very, very easy to set up.  I have not noticed any of the &#34;hiss&#34; others have reported, though if you turn on the headphones without any input to the base transmitter, you will hear hiss. Base is not super strong, perhaps because of the over the ear vs. around the ear design. OTOH, probably they are more comfortable long term than around the ear models which tend to be heavier.  Since they are analog, there is no audio delay, and you can watch TV with the speakers enabled without an echo effect.  The only other negative is that they don't give the impression of being super high quality. They are pretty light (good), but don't give off any kind of expensive product aura. That's balanced by the fact that the price is right."
R38B938HG3S7JP,1,"I followed the instructions to the letter. Everything was fully charged, but I simply could not get a signal no matter how hard I tried, and trust me it was for hours. I couldn't get them to work with TV, Cable or Home Theater. Maybe I was unlucky and received a defective product, but I'm not going through all that again."
R3MHDOCCHIDLD5,4,"The RA120 on ear wireless headphones are AWESOME. The sound is amazing. The only reason I didn't give them 5 stars is because the top on the earphones, that sit on your head, are not adjustable. Every time I bend my head down, my headphones fall off. The other thing is the arms that hold the ear pieces are pretty tight. I wear glasses and after awhile, my ears are sore. But the sound is worth the pain. If we watch a program live, I take the ear phones off during the commercials."
R1EHM1VMSNBDKI,4,THE ONLY CRITICISM I HAVE IS THAT THE EAR PHONES COULD BE LARGER IN ORDER TO FIT OVER THE EARS BETTER.  THE FUNCTIONALITY MEETS MY EXPECTATIONS.
R27WBCPYH2H4K1,5,It works well and the sound is much better than the TV speakers. It works anywhere in my house and most of my yard.
R2BYTZJNCZSZB3,5,"I have been using these with the TV for listening late at night when the wife is in bed.  I am very demanding on my listening quality, yet I find these very enjoyable for the money spent.  Reproduction of the audio spectrum is better than average, with very little background noise.  My new TV only has  Optical Digital outputs, which i ended up having to purchase &#34;Digital Optical Coax to Analog RCA Audio Converter Adapter&#34; for under 10$ on Amazon.  Make sure you get an active converter which requires you to plug into the wall.  The passive ones will not be suitable for good sound quality and/or will not work altogether. This device saved me almost 300$ on purchasing a new Wifi headset with Digital inputs.<br /><br />RECOMMENDED:  Purchase yourself some better quality batteries to extend your listening time.  I use 1000 Mah Tenergy AAA batteries.  This gives me on average about 20 hours of listening time before I have to flip them out.  I also have a quality Nimh charger that will fully discharge and Charge my batteries.  I just keep switching them out as needed."
RIN0CHQBIH4NT,3,"Works most of the time.  Sometimes just doesn't give any sound from the earphones though.  Really sucks that that happens, probably gonna buy a different one instead"
R1RK2MAUWNH6XC,5,I can't say enough good things about the product. It exceeded my expectations. The entire purchase of the product was top shelf... Thanks so much to everyone...
R1FBX86EC8S55R,4,"Wonderful sound transmission with these amazing headphones!  They easily connect to the L/R audio plugs on the unit you want to monitor.  However, they will not connect to the modern units that only have digital connections or HDMI connections for monitoring the audio.  They would be perfect if they had a selection of connection ports to adapt to these different configurations."
R10VD40VZ39UJQ,1,"I never got as far as hooking up the headphones and listening to them, so I can't comment on their audio performance. All I know is that within 5 seconds of putting them on my head, they fell off. The ear pads are extremely slippery, and the headphones are very bulky, and the slightest tilt of the head sends them slip-sliding away. What good is good sound if they're impossible to wear comfortably?"
RTH6C6XVH8Q6H,2,I have to buy an analog adapter to use this on a two-year old TV.  Sucks.Sucks. Sucks. Sucks.This thing. Keeps asking for more word for this review.
R2CEMH9B97T69Q,5,Everything as expected. Quality is great and it works just perfect. Defenetily recommend this product! Sound is amazing! Love it!
R39KSZRXWE1LSI,4,"This is a first impression based on a lot of use in two ways for about three weeks. One purpose was to use the headphones to enjoy Sirius received via a computer throughout a medium size apartment. The other was to watch TV and be free of the varying clicks, pops, and hisses that I have dealt with for years with my otherwise excellent Sony headphones.<br /><br />From a reception and sound quality point of view, the 120s far surpass the Sony wireless phones. No noise at all when watching TV and excellent sound. Excellent sound when using the computer to enjoy Sirius as well. No interference anywhere in the apartment.<br /><br />The downside, which could prove to be significant, is fit and comfort. The headband is adjustable, but I have yet to find a position or adjustment I could really call \\""comfortable,\\"" and they tend to slip around. The Sony's were far more comfortable and stable on the head -- if you could stand the unpredictable clicks, pops, and hissing. In the end, sound is the key feature and the Sennheisers have been great in that respect for three weeks. I hope to get used to the comfort and stability issues.<br /><br />I found them extremely easy to hook up to a Samsung TV.<br /><br />At first it can be a little tricky to get the headphones to sit correctly on the recharging stand so that recharging occurs, but that passed quickly. Probably due to the excessive simplicity of the headband, it can't detect whether they are on a head or not, so you have to turn the unit on/off manually with a switch on the left ear cup. Another minor annoyance.<br /><br />Another plus over the Sonys is tuning and reception. Unlike the Sony, there are no transmitter switch positions to set on the Sennheiser base, and no corresponding switch positions to set on the headset. All the tuning is done on the headset with a simple dial that works well. But since it's adjacent to a similar dial for volume, your finger will need to learn to remember which is which. If you can't hear anything or if volume is low, it can be either because the volume is turned down (obvious) or because the tuning needs adjustment (not as obvious).<br /><br />In some respects this should be a 3-star review because of the level of fit and comfort. But all of the performance aspects linked to sound are so good that it would be cheating the unit not to give it a 4-star rating."
RW229Q2ADBIGG,1,"Big mistake, I ordered two different headphones at the same time, when I tried the second one the  Snnheiser RS120 I discovered that the adapter is the wrong size for my TV and the weight for the attached connector is so heavy the single insert extender jack is too small adapter tends be pulled and not fit.  When I went to return it, I was one day late and could not return it.  I should have tried both in short order or ordered only one at a time.  Sennheiser is now off my list and I’m stuck with an unusable expensive item."
R3NROQGKWZ389H,5,My husband and I were always trying to control the volume on the remote for the TV. He wanted it loud and I didn't!! My sister told me about the Sennheiser headphones which she got for her husband. He loved them!  I ordered them and I think they have saved our marriage! They are wireless and have there own volume control! He sets the volume on the headphones and I can have a different volume on the TV!! We are both happy!  I have recommended them to other friends who are going to try them! Great product!
R15Q2Q5A3QQOJW,3,"Nicely made. Fit well. Slick base station charger cradle. I use them to listen to music at work (the source being my PC), and they're less than optimal for that purpose, for the following two reasons:<br /><br />1) I get clear sound as long as I don't get within four feet of my monitor, but I can't really read my monitor past three feet. This is arguably a monitor problem, not a headphone problem, but it is what it is.<br /><br />2) With no signal, the headphones emit full-volume static buzz. To avoid that (and you will want to avoid it), I have to start the music first, then turn on the headphones, and then start the song over so I can hear what I missed. And if I pause the music to take a coffee break, I have to turn the headphones off, so they don't start pitching static loud enough that my coworkers complain. And when I return, I need to remember to start the music first again, and then turn the headphones back on again (and rewind a bit again, if I care to).<br /><br />The static is not quite annoying enough to send them back, but it is enough that I wouldn't buy them again, or recommend them for this sort of use."
RHNRWTA3OLD2O,4,"Dad's old (and much less expensive) Radio Shack headphones broke and he needed a new set in order to keep the peace at home.<br />He spends a lot of time watching TV (What else is a 90 years old man with a bad back and having to use a walker going to do?), but has hearing issues. Since he and my mom live quite a way from the nearest Radio Shack, and will not do any ordering over the Internet, Mom asked me to pick up a pair for him. Since I didn't have time to make it to the Radio Shack, and not being skittish about ordering over the Internet, I started researching online. I can't tell you why I decided on this model, but it seems to have been a good choice. Dad is using them, and stated that he liked 1) the way they felt on his head, better than the older set, 2) the fact that he could walk to the kitchen, even the back porch, without loosing any sound quality, and 3) the tone quality. I tried them on today and every thing he said was true. I especially liked the sound quality. They were more than twice the cost of his previous headphones, but I think they are that much better."
R2GJXBNKZ8S0YR,4,"Great sound!  Headphones do fall off if you bend your head, but that's probably an issue for all over-the-ear styles."
RGSE2HOXM9E9Y,5,"Like many other reviewers, I bought this product because I am hard of hearing and my wife can't stand loud television. For this purpose, the product works even better than expected.<br /><br />However, I found some added bonuses with this product. I have a Samsung Smart TV and being partially deaf, I couldn't hear some sounds that I knew were occurring by reading the sub-titles. With these earphones, I was amazed to find I could hear sounds that even my very expensive, professionally fitted hearing aids couldn't pick up with the TV on full volume.<br /><br />When I bought this product, I was worried that I might have a hard time hooking it up to my Samsung SmartTV because the TV manual is rather shoddy in explaining the plugs on the back of my 60&#34; HD TV screen, which are difficult to get at once mounted. This worry proved to be well founded, for even searching the internet for an hour for help proved ineffective in getting the necessary guidance.<br /><br />However, fortunately, Amazon offered free technical support on this product for 30 days. I called them on day one and they were extraordinarily helpful. In minutes they were able to locate a diagram of the back of my TV, tell me which plug to use, and give instructions as to which adapter to use (furnished with the Sennheiser RS120), and it only took about 2 minutes to complete installation and have the ear phones working properly. To me, this service alone merits five stars."
R2NILPEYKH8F54,1,"These headphones are awful in every way. Horrible design, static loud and high-pitched enough to make my ears feel like bleeding, constant humming, as well as awful sound quality for its price. How did these horrendous, untested headphones get such a high rating? Anyone voting higher than a two should be ashamed of themselves."
R3P82VIHI5VFAY,4,"These headphones arrived today and I mostly very impressed. The sound quality is the best I've ever heard from wireless speakers. Both the headset and the base are reasonably attractive and seem to be pretty well-made.<br /><br />My only criticism is the fit of the headphones. They are &#34;over the ear&#34; headphones, but there is no indentation for one's ears. On most over the ear headphones, there is a space carved out in the foam for one's ears. In this case, the foam is perfectly flat so the headphones rest ON one's ears but do not fit AROUND the ears. The practical impact is that if one is walking around the house wearing the wireless headset and leans over to pick something up, they can easily fall off.<br /><br />It's sad because there is no reason for it, no cost savings to design the foam this way instead of the more common way. It's just sloppiness in design, and not being attentive to the needs to the user.<br /><br />I'll keep them, but like Steve Jobs, I'm aggravated by stupid design."
R2DEHOBLIYNUT2,4,"The headphones work well enough.  Easy to setup.  The only thing I don't like is when there's no sound coming in, I would hear some static/interference sounds.  So for use with a TV, you'll never have this issue.  But if you turn off the tv and still have these headphones on, just beware that you might hear some static/background noises randomly."
R2AOUZTQN09H9F,5,"Works great and husband can hear the TV and it is not blastingme out. Easy to adjust, recharge, and does not take up a lot of room. Easy to install"
R2Z7T0LHUSZFXE,4,"excellent sound quality and range.<br />only complaint is that they are somewhat hard to keep on your head. Based on price , sound quality, and range, I would reccommend"
RCVNGXS72RGJE,2,"This product worked great while it lasted, but just under five months of use, it died suddenly and I get nothing but static.  Considering that this product is something that is subjected to only very gentle use, there is no excuse for that."
R3J8SBYY9G9G44,4,"Significant other was never a sound tech - I was for a while. These have decent sound in the mid-low to high ranges. If you like only &#34;big bass&#34; (WT* does that even mean?) these are not for you - go with a wired pair from a hip-hop artist of your choice. For a wireless set of cans they don't suck, or make me not want to buy Sennheiser any more. If you just like loud they will make my old ears ring too!"
R1CX0DMOKNZW9O,5,Bought these because I work nights and hubby works days and I don't want to disturb him when I watch TV when I get home.  They are comfortable and the sound quality is amazing!!!
R38SIT0AGSYMOK,5,My husband is hard of hearing and for years has worn the TV ears when watching TV or movies.  The last TV ears we purchased were much cheaper in design and didn't last very long.  He decided to try the on ear headphones and these are fantastic!  They don't lose a signal when he turns his head or goes out of the room.  He can walk all over the house and even out side and still hear his programs.  He has been very happy with the way these work and they seal out any outside noises (like wife calling him to dinner!).
RBQOEGH3EJ7XH,1,"The unit did not work and, after consulting with your tech people, the unit was declared defective.<br />I returned it."
R3T49LYE25CH4,1,I love the idea of wireless connection and recharge cradle . I have had two of them and they don't work as promised. I returned them both.
R1YZELINPCUGXN,4,"It is excellent to me indeed but its instructions are poorly written that need improvement for clear and easy understanding -- if this is also good enough, Id give 5 stars."
RUYGQLPICW50W,5,"I can't believe I wasted money on the old TV ears technology....infra red and monaural.  These Sennheiser's are great.  Excellent sound quality and comfortable as far as headphones go.  I kind of wish they would have an auxiliary charging stand I could keep next to my chair. Yes, I am lazy.  Running a long audio cable to my chair from the TV would probably induce EFI or RFI hum."
R1JFL47V6NXA6X,3,"I like the sound and the stereo but I had a bit of difficulty trying to keep the sounds contained.<br />I use the earphones so my wife can't hear the TV, but should could hear it across the room.<br />The adjustment for the headset allowed me to give a number of positions, but didn't work still.<br />I had to return it."
R2LC9RGWR9PBCD,5,"I bought the headset for my wife,because she has trouble hearing and they have far exceeded my expectations!<br />They've helped greatly."
RJ3ZVL489WDPO,5,Excellent devise for those who are hard of hearing.  I can set the volume where I can hear and understand without disturbing anyone else.  It also helps to focus the sound into my ears rather than hearing the TV after it's bounced all around the room.  Well Pleased.
R2HAEF74M77P8S,5,My husband loves watching Tv with those headphones. He says he can hear every word on the background while watching sports and even listening to the announcements while doing other stuff being in other rooms. Very comfortable and has perfect wireless connection.
R2H9D8QVUA09AL,5,These headphones produce a clearer sound and are more comfortable than the TV ears headphones that I previously used.  The rechargeable battery  lasts a lot longer and recharging is much simpler than my old system.
R1B5DZX4FEQ70N,1,"I purchased these last August and immediately returned them because they didn't work.  I ordered a replacement and, 8 months later, they stopped working.  Amazon won't replace them, and so I'm out the money.  Bummer."
R11QGDIWXEJF20,5,"Due to ear damage while in basic training and lots of shooting sports, my hearing is very hard to improve.  After trying expensive hearing aids, I tried this style of hearing amplifiers.  I use them for not only hunting and shooting but also for better hearing in large rooms with poor acoustics.  Really improves my communications and awareness while in the woods."
R3D35YF1HGU8MB,5,These work PERFECTLY out of the box with NO issues!  Great sound at a great price. Buying a second pair for the den
R2I2WR33RMNM6B,5,I like this product. I am hearing impaired and they work very well for me. I would definitely recommend them
R11POV8C4VTYVX,5,"These headphones do everything that they advertise.  They provide clear, crisp, wireless sound.  Watching TV, in my house, has always required the sound turned up (because of my hearing impairment) or close-captioning, both of which are displeasing to my wife.  I have tried other headsets but this one provides the clearest sound.  And, being RF (Radio Frequency) I can go anywhere in the house or yard and still listen to my programs.  I can also watch TV while my wife reads, without disturbing her.  I would recommend these headphones to anyone."
R2SV9KRRH5B1WE,5,"This is a great wireless unit.  It took only minutes to connect (with an old tv connected to Dish Network) and my 88 year old mom could hear the TV clearly. The volume control on these headphones is independent of the actual TV volume, which is great for others in the room."
R1EFSA06COKIZZ,2,"I was very disappointed in the comfort and the quality.  I previously had a HDR130 Sennheiser which I was trying to replace, but there was not one listed as available.  I think I did pay more for the 130 and was willing to do so again."
R3IHJ87EUSOUDH,2,"the earphones themselves are FLAT and leave no room for the ear, so it makes it uncomfortable.  The model RS130, which was discontinued, has same quality plus &#34;hollow&#34; ears and I love it."
